,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
286,TKL,Hek293_XO44 / Hek293_control,P51617,P51617,8.08874196076409,8.08874196076409,0.0030695926511188,0.0047730276111831,6,P51617,IRAK1,Interleukin-1 receptor-associated kinase 1,IRAK1_HUMAN,27,27124.1267059063,272.241267059063,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,lipid particle,cytosol,plasma membrane,endosome membrane,interleukin-1 receptor complex","protein kinase activity,protein serine/threonine kinase activity,NF-kappaB-inducing kinase activity,protein binding,ATP binding,kinase activity,heat shock protein binding,protein homodimerization activity,protein heterodimerization activity","activation of MAPK activity,regulation of cytokine-mediated signaling pathway,toll-like receptor signaling pathway,MyD88-dependent toll-like receptor signaling pathway,protein phosphorylation,signal transduction,transmembrane receptor protein serine/threonine kinase signaling pathway,activation of NF-kappaB-inducing kinase activity,JNK cascade,aging,viral process,lipopolysaccharide-mediated signaling pathway,negative regulation of NF-kappaB transcription factor activity,positive regulation of type I interferon production,response to lipopolysaccharide,toll-like receptor 2 signaling pathway,toll-like receptor 4 signaling pathway,toll-like receptor 9 signaling pathway,cellular response to heat,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of MAP kinase activity,positive regulation of transcription, DNA-templated,protein autophosphorylation,positive regulation of smooth muscle cell proliferation,positive regulation of NF-kappaB transcription factor activity,protein oligomerization,type I interferon signaling pathway,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway,response to interleukin-1,cellular response to hypoxia,intracellular signal transduction,cytokine-mediated signaling pathway"
287,TKL,Hek293_XO44 / Hek293_control,P53671,P53671,6.98865616146374,6.98865616146374,0.0050021251206581,0.0048531967833839,6,P53671,LIMK2,LIM domain kinase 2,LIMK2_HUMAN,16,12599.7488950712,126.997488950712,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cis-Golgi network","protein serine/threonine kinase activity,signal transducer activity,protein binding,ATP binding,metal ion binding,protein heterodimerization activity","protein phosphorylation,spermatogenesis,phosphorylation,intracellular signal transduction,head development,cornea development in camera-type eye"
288,TKL,Hek293_XO44 / Hek293_control,Q02779,Q02779,4.58358055613035,4.58358055613035,0.027998776853437,0.0087080017541825,5,Q02779,MAP3K10,Mitogen-activated protein kinase kinase kinase 10,M3K10_HUMAN,9,2297.70216232237,23.9770216232237,Hek293_XO44,Hek293_control,cytoplasm,"transcription corepressor activity,protein kinase activity,protein serine/threonine kinase activity,JUN kinase kinase kinase activity,ATP binding,protein homodimerization activity,bHLH transcription factor binding","apoptotic process,signal transduction,smoothened signaling pathway,JNK cascade,activation of JNKK activity,activation of JUN kinase activity,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,positive regulation of apoptotic process,negative regulation of sequence-specific DNA binding transcription factor activity,positive regulation of JUN kinase activity,negative regulation of transcription, DNA-templated,positive regulation of JNK cascade,protein autophosphorylation"
289,TKL,Hek293_XO44 / Hek293_control,P53667,P53667,5.54954040052442,5.54954040052442,0.0003900806717148,0.0028913602322541,6,P53667,LIMK1,LIM domain kinase 1,LIMK1_HUMAN,26,4583.58194026306,46.8358194026306,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,Golgi apparatus,cytosol,focal adhesion,membrane,nuclear speck,lamellipodium,neuron projection","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,protein binding,ATP binding,heat shock protein binding,metal ion binding,protein heterodimerization activity","protein phosphorylation,signal transduction,Rho protein signal transduction,nervous system development,actin cytoskeleton organization,positive regulation of actin filament bundle assembly,Fc-gamma receptor signaling pathway involved in phagocytosis,positive regulation of axon extension,negative regulation of ubiquitin-protein transferase activity,positive regulation of stress fiber assembly"
290,TKL,Hek293_XO44 / Hek293_control,Q8NB16,Q8NB16,3.55560830911494,3.55560830911494,0.0011677354929209,0.0043802061854844,6,Q8NB16,MLKL,Mixed lineage kinase domain-like protein,MLKL_HUMAN,19,1075.8305884333,11.758305884333,Hek293_XO44,Hek293_control,"cytoplasm,cytosol,plasma membrane","signal transducer activity,protein binding,ATP binding,protein kinase binding,macromolecular complex binding,protein kinase activity","cell surface receptor signaling pathway,intracellular signal transduction,protein homotrimerization,necroptotic process,protein phosphorylation"
291,TKL,Hek293_XO44 / Hek293_control,Q8IVT5,Q8IVT5,3.59737117238772,3.59737117238772,0.0046388294178627,0.0048219888328092,6,Q8IVT5,KSR1,Kinase suppressor of Ras 1,KSR1_HUMAN,15,1110.36575715738,12.1036575715738,Hek293_XO44,Hek293_control,"endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,membrane,ruffle membrane","protein kinase activity,signal transducer activity,MAP-kinase scaffold activity,protein binding,ATP binding,protein C-terminus binding,mitogen-activated protein kinase kinase binding,metal ion binding,chaperone binding,Hsp90 protein binding,14-3-3 protein binding","MAPK cascade,protein phosphorylation,Ras protein signal transduction,cAMP-mediated signaling,positive regulation of MAPK cascade"
292,TKL,Hek293_XO44 / Hek293_control,Q13546,Q13546,6.83163315089136,6.83163315089136,0.0047643731353732,0.0048445149257876,6,Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,RIPK1_HUMAN,25,11290.0727448258,113.900727448258,Hek293_XO44,Hek293_control,"mitochondrion,cytosol,endosome membrane,death-inducing signaling complex,receptor complex,membrane raft,ripoptosome","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,death receptor binding,protein binding,ATP binding,ubiquitin protein ligase binding,identical protein binding,macromolecular complex binding,death domain binding","positive regulation of protein phosphorylation,MyD88-independent toll-like receptor signaling pathway,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,I-kappaB kinase/NF-kappaB signaling,activation of JUN kinase activity,regulation of tumor necrosis factor-mediated signaling pathway,positive regulation of necrotic cell death,viral process,protein deubiquitination,positive regulation of interleukin-8 production,positive regulation of tumor necrosis factor production,tumor necrosis factor-mediated signaling pathway,toll-like receptor 3 signaling pathway,response to tumor necrosis factor,TRIF-dependent toll-like receptor signaling pathway,peptidyl-serine autophosphorylation,positive regulation of apoptotic process,positive regulation of programmed cell death,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of I-kappaB kinase/NF-kappaB signaling,cellular protein catabolic process,positive regulation of macrophage differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,protein autophosphorylation,positive regulation of NF-kappaB transcription factor activity,protein homooligomerization,protein heterooligomerization,regulation of necroptotic process,positive regulation of necroptotic process,T cell apoptotic process,necroptotic process,regulation of ATP:ADP antiporter activity,cellular response to tumor necrosis factor,cellular response to growth factor stimulus,death-inducing signaling complex assembly,apoptotic signaling pathway,extrinsic apoptotic signaling pathway,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,ripoptosome assembly,necroptotic signaling pathway,ripoptosome assembly involved in necroptotic process,regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of hydrogen peroxide-induced cell death,amyloid fibril formation,positive regulation of reactive oxygen species metabolic process,negative regulation of extrinsic apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
293,TKL,Hek293_XO44 / Hek293_control,Q96S53,Q96S53,4.08058789671211,4.08058789671211,0.0016197094652746,0.0046280709594802,6,Q96S53,TESK2,Dual specificity testis-specific protein kinase 2,TESK2_HUMAN,6,1591.91817932017,16.9191817932017,Hek293_XO44,Hek293_control,"nucleus,nucleoplasm,cytoplasm,nuclear body","protein kinase activity,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,signal transducer activity,protein binding,ATP binding,metal ion binding","protein phosphorylation,spermatogenesis,peptidyl-tyrosine phosphorylation,actin cytoskeleton organization,intracellular signal transduction,focal adhesion assembly"
294,TKL,Hek293_XO44 / Hek293_control,P10398,P10398,6.67573533804555,6.67573533804555,0.005487551752436,0.0049183461537518,6,P10398,ARAF,Serine/threonine-protein kinase A-Raf,ARAF_HUMAN,15,10123.4288736776,102.234288736776,Hek293_XO44,Hek293_control,"cellular_component,mitochondrion,cytosol","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,mitogen-activated protein kinase kinase binding,metal ion binding","MAPK cascade,activation of MAPKK activity,cellular protein modification process,multicellular organism development,negative regulation of signal transduction,cell differentiation,regulation of TOR signaling,regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of peptidyl-serine phosphorylation,negative regulation of apoptotic process,positive regulation of ERK1 and ERK2 cascade"
295,TKL,Hek293_XO44 / Hek293_control,P57078,P57078,3.69272852699343,3.69272852699343,0.0053473378775503,0.0048842106796279,6,P57078,RIPK4,Receptor-interacting serine/threonine-protein kinase 4,RIPK4_HUMAN,4,1193.07004923501,12.9307004923501,Hek293_XO44,Hek293_control,"cytoplasm,membrane","protein serine/threonine kinase activity,protein binding,ATP binding","morphogenesis of an epithelium,protein phosphorylation,positive regulation of NF-kappaB transcription factor activity"
296,TKL,Hek293_XO44 / Hek293_control,Q13418,Q13418,3.69697620875487,3.69697620875487,0.0011206249306578,0.0043479589520872,6,Q13418,ILK,Integrin-linked protein kinase,ILK_HUMAN,17,1196.88280496047,12.9688280496047,Hek293_XO44,Hek293_control,"nucleoplasm,cytoplasm,cytosol,plasma membrane,cell-cell junction,focal adhesion,membrane,sarcomere,lamellipodium,cell junction,neuronal cell body,costamere,terminal bouton,dendritic shaft,stress fiber","protein serine/threonine kinase activity,signal transducer activity,integrin binding,protein binding,ATP binding,SH3 domain binding,protein kinase binding","MAPK cascade,branching involved in ureteric bud morphogenesis,positive regulation of protein phosphorylation,positive regulation of cell-matrix adhesion,outflow tract morphogenesis,protein phosphorylation,negative regulation of protein kinase activity,cell cycle arrest,cell-matrix adhesion,integrin-mediated signaling pathway,multicellular organism development,cell aging,cell proliferation,positive regulation of cell proliferation,positive regulation of signal transduction,negative regulation of cardiac muscle cell apoptotic process,fibroblast migration,negative regulation of smooth muscle cell migration,peptidyl-serine phosphorylation,nerve development,myelination in peripheral nervous system,positive regulation of cell migration,positive regulation of BMP signaling pathway,myelin assembly,regulation of actin cytoskeleton organization,tumor necrosis factor-mediated signaling pathway,cell junction assembly,substrate adhesion-dependent cell spreading,positive regulation of phosphorylation,positive regulation of MAP kinase activity,protein kinase B signaling,negative regulation of neuron apoptotic process,establishment or maintenance of epithelial cell apical/basal polarity,positive regulation of myoblast differentiation,positive regulation of osteoblast differentiation,positive regulation of axon extension,positive regulation of transcription, DNA-templated,negative regulation of smooth muscle cell proliferation,neuron projection morphogenesis,positive regulation of dendrite morphogenesis,protein heterooligomerization,positive regulation of protein kinase B signaling,platelet aggregation,positive regulation of canonical Wnt signaling pathway,fibril organization,positive regulation of NIK/NF-kappaB signaling,negative regulation of neural precursor cell proliferation"
297,TKL,Hek293_XO44 / Hek293_control,Q9NWZ3,Q9NWZ3,8.091468025525,8.091468025525,0.0026988935599421,0.0047730276111831,6,Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4,IRAK4_HUMAN,22,27175.6170703184,272.756170703184,Hek293_XO44,Hek293_control,"extracellular space,nucleus,cytoplasm,cytosol,plasma membrane,endosome membrane","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,interleukin-1 receptor binding,protein binding,ATP binding","cytokine production,toll-like receptor signaling pathway,neutrophil mediated immunity,MyD88-dependent toll-like receptor signaling pathway,JNK cascade,toll-like receptor 9 signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,positive regulation of smooth muscle cell proliferation,positive regulation of NF-kappaB transcription factor activity,interleukin-1-mediated signaling pathway,neutrophil migration,cytokine-mediated signaling pathway,intracellular signal transduction"
298,TKL,Hek293_XO44 / Hek293_control,P04049,P04049,5.47177543383935,5.47177543383935,0.0030346363498968,0.0047730276111831,6,P04049,RAF1,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,25,4337.80826975346,44.3780826975346,Hek293_XO44,Hek293_control,"cytoplasm,mitochondrial outer membrane,Golgi apparatus,cytosol,plasma membrane,nuclear speck,pseudopodium,mitochondrion","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,adenylate cyclase binding,adenylate cyclase activator activity,kinase activity,enzyme binding,mitogen-activated protein kinase kinase binding,identical protein binding,metal ion binding,protein heterodimerization activity,small GTPase binding","MAPK cascade,activation of MAPKK activity,response to hypoxia,stimulatory C-type lectin receptor signaling pathway,protein phosphorylation,apoptotic process,signal transduction,activation of adenylate cyclase activity,multicellular organism development,heart development,cell proliferation,negative regulation of cell proliferation,negative regulation of signal transduction,cell differentiation,platelet activation,thyroid gland development,negative regulation of protein complex assembly,positive regulation of peptidyl-serine phosphorylation,ion transmembrane transport,somatic stem cell population maintenance,regulation of Rho protein signal transduction,insulin secretion involved in cellular response to glucose stimulus,response to muscle stretch,wound healing,regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,intermediate filament cytoskeleton organization,regulation of cell differentiation,positive regulation of transcription from RNA polymerase II promoter,neurotrophin TRK receptor signaling pathway,thymus development,face development,positive regulation of ERK1 and ERK2 cascade,death-inducing signaling complex assembly,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,regulation of cell motility"
299,TKL,Hek293_XO44 / Hek293_control,Q9NYL2,Q9NYL2,5.84369919468443,5.84369919468443,0.0081905845602973,0.0054714754420176,6,Q9NYL2,MAP3K20,Mitogen-activated protein kinase kinase kinase 20,M3K20_HUMAN,21,5642.8667981715,57.428667981715,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol","magnesium ion binding,RNA binding,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding","DNA damage checkpoint,activation of MAPKK activity,protein phosphorylation,cytoskeleton organization,cell cycle arrest,mitotic cell cycle checkpoint,activation of JUN kinase activity,cell death,cell proliferation,cell differentiation,embryonic digit morphogenesis,positive regulation of apoptotic process,stress-activated MAPK cascade,limb development,cellular response to gamma radiation"
300,not in kinbase,Hek293_XO44 / Hek293_control,Q53R41,Q53R41,5.13586222323353,5.13586222323353,0.0032533731259293,0.0047730276111831,6,Q53R41,FASTKD1,"FAST kinase domain-containing protein 1, mitochondrial",FAKD1_HUMAN,23,3415.99770391801,35.1599770391801,Hek293_XO44,Hek293_control,mitochondrion,"RNA binding,protein kinase activity","mitochondrial RNA metabolic process,protein phosphorylation,regulation of mitochondrial mRNA stability,cellular respiration"
301,not in kinbase,Hek293_XO44 / Hek293_control,Q9NYY8,Q9NYY8,4.98990934568897,4.98990934568897,0.0044533555813251,0.0048021822378587,6,Q9NYY8,FASTKD2,"FAST kinase domain-containing protein 2, mitochondrial",FAKD2_HUMAN,28,3077.69630292108,31.7769630292108,Hek293_XO44,Hek293_control,"nucleus,mitochondrion,ribonucleoprotein granule,mitochondrial nucleoid,intercellular bridge","RNA binding,protein kinase activity,rRNA binding","protein phosphorylation,cellular respiration,mitochondrial large ribosomal subunit assembly"
302,not in kinbase,Hek293_XO44 / Hek293_control,Q7L8L6,Q7L8L6,4.46476498602888,4.46476498602888,0.0026227054563604,0.0047730276111831,6,Q7L8L6,FASTKD5,"FAST kinase domain-containing protein 5, mitochondrial",FAKD5_HUMAN,24,2108.14803042965,22.0814803042965,Hek293_XO44,Hek293_control,"mitochondrion,ribonucleoprotein granule,mitochondrial nucleoid","RNA binding,protein kinase activity,protein binding,rRNA binding","mitochondrial RNA processing,mRNA processing,protein phosphorylation,cellular respiration"
303,,Hek293_XO44 / Hek293_control,P17858,P17858,7.63048181664328,7.63048181664328,0.0016854989134166,0.0046412440475649,6,P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",PFKAL_HUMAN,38,19715.4485747443,198.154485747443,Hek293_XO44,Hek293_control,"extracellular region,cytosol,6-phosphofructokinase complex,membrane,secretory granule lumen,extracellular exosome,ficolin-1-rich granule lumen","6-phosphofructokinase activity,protein binding,ATP binding,kinase binding,identical protein binding,metal ion binding,fructose binding,fructose-6-phosphate binding","fructose 6-phosphate metabolic process,glycolytic process,response to glucose,fructose 1,6-bisphosphate metabolic process,neutrophil degranulation,negative regulation of insulin secretion,protein oligomerization,protein homotetramerization,canonical glycolysis"
304,,Hek293_XO44 / Hek293_control,Q8NEB9,Q8NEB9,6.82013079157138,6.82013079157138,0.0017557734664389,0.0046872333776324,6,Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,PK3C3_HUMAN,32,11199.6227051232,112.996227051232,Hek293_XO44,Hek293_control,"pre-autophagosomal structure,late endosome,peroxisome,cytosol,axoneme,membrane,midbody,phagocytic vesicle membrane,phosphatidylinositol 3-kinase complex, class III, type I,phosphatidylinositol 3-kinase complex, class III, type II,phosphatidylinositol 3-kinase complex, class III,autolysosome,endosome,cytoplasm","protein kinase activity,protein binding,ATP binding,kinase activity,1-phosphatidylinositol-3-kinase activity,phosphatidylinositol kinase activity","autophagosome assembly,protein phosphorylation,protein lipidation,phosphatidylinositol biosynthetic process,endocytosis,autophagy,endosome organization,cell cycle,macroautophagy,protein processing,pexophagy,regulation of cytokinesis,toll-like receptor 9 signaling pathway,protein localization to pre-autophagosomal structure,phosphatidylinositol-3-phosphate biosynthetic process,cellular response to glucose starvation,response to leucine,early endosome to late endosome transport,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling,regulation of protein secretion,cell division"
305,,Hek293_XO44 / Hek293_control,Q5TCX8,Q5TCX8,6.74900410778099,6.74900410778099,0.0017982899029652,0.004692156495055,6,Q5TCX8,MAP3K21,Mitogen-activated protein kinase kinase kinase 21,M3K21_HUMAN,24,10656.0466541997,107.560466541997,Hek293_XO44,Hek293_control,"cellular_component,cytoplasm,integral component of plasma membrane,receptor complex","JUN kinase kinase kinase activity,protein binding,ATP binding,protein homodimerization activity,transmembrane signaling receptor activity,mitogen-activated protein kinase kinase binding,MAP kinase kinase kinase activity,transmembrane receptor protein tyrosine kinase activity,signal transducer activity,protein tyrosine kinase activity","protein phosphorylation,activation of JNKK activity,activation of JUN kinase activity,protein autophosphorylation,positive regulation of MAPK cascade,cell differentiation,positive regulation of ERK1 and ERK2 cascade,positive regulation of kinase activity,negative regulation of apoptotic process,multicellular organism development,negative regulation of signal transduction"
306,,Hek293_XO44 / Hek293_control,Q99755,Q99755,6.7118598100929,6.7118598100929,0.0014370709383367,0.0044965178922626,6,Q99755,PIP5K1A,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,PI51A_HUMAN,22,10382.6510604406,104.826510604406,Hek293_XO44,Hek293_control,"nucleus,nucleoplasm,cytosol,plasma membrane,focal adhesion,nuclear speck,lamellipodium,ruffle membrane,mRNA cleavage and polyadenylation specificity factor complex","1-phosphatidylinositol-3-phosphate 5-kinase activity,protein binding,ATP binding,1-phosphatidylinositol-4-phosphate 5-kinase activity,kinase binding,1-phosphatidylinositol-5-kinase activity,1-phosphatidylinositol-3-phosphate 4-kinase activity,phosphatidylinositol-3,4-bisphosphate 5-kinase activity","glycerophospholipid metabolic process,phosphatidylinositol biosynthetic process,phagocytosis,signal transduction,phospholipid biosynthetic process,fibroblast migration,regulation of phosphatidylinositol 3-kinase signaling,cell migration,keratinocyte differentiation,actin cytoskeleton reorganization,phosphatidylinositol phosphorylation,focal adhesion assembly,cell chemotaxis,protein localization to plasma membrane,activation of GTPase activity,ruffle assembly"
307,,Hek293_XO44 / Hek293_control,Q8TBX8,Q8TBX8,6.47949960043009,6.47949960043009,0.0056113879331476,0.0049395880477093,6,Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PI42C_HUMAN,16,8823.26388882567,89.2326388882567,Hek293_XO44,Hek293_control,"autophagosome,cytosol,membrane,extracellular exosome","ATP binding,1-phosphatidylinositol-5-phosphate 4-kinase activity,identical protein binding","phosphatidylinositol biosynthetic process,regulation of autophagy,regulation of phosphatidylinositol 3-kinase signaling,phosphatidylinositol phosphorylation,positive regulation of autophagosome assembly"
308,,Hek293_XO44 / Hek293_control,Q8WVC6,Q8WVC6,6.26449387495425,6.26449387495425,0.0100770939174554,0.0058385794542395,6,Q8WVC6,DCAKD,Dephospho-CoA kinase domain-containing protein,DCAKD_HUMAN,14,7587.77322577704,76.8777322577704,Hek293_XO44,Hek293_control,"mitochondrion,membrane","dephospho-CoA kinase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation"
309,,Hek293_XO44 / Hek293_control,Q01813,Q01813,6.25515157174417,6.25515157174417,0.0041516154915151,0.0048000942400025,6,Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",PFKAP_HUMAN,34,7538.15118907817,76.3815118907817,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol,membrane,extracellular exosome","6-phosphofructokinase activity,ATP binding,cadherin binding,metal ion binding","fructose 6-phosphate metabolic process,canonical glycolysis,cellular response to leukemia inhibitory factor"
310,,Hek293_XO44 / Hek293_control,Q9ULX6,Q9ULX6,5.86377594003552,5.86377594003552,0.0032861634361426,0.0047730276111831,6,Q9ULX6,AKAP8L,A-kinase anchor protein 8-like,AKP8L_HUMAN,20,5723.34400051909,58.2334400051909,Hek293_XO44,Hek293_control,"chromatin,nucleus,cytoplasm,nuclear matrix,PML body,nuclear speck,intracellular ribonucleoprotein complex","DNA binding,RNA binding,protein binding,lamin binding,DEAD/H-box RNA helicase binding,protein kinase A regulatory subunit binding,histone deacetylase binding,metal ion binding","transcription, DNA-templated,mRNA processing,mitotic chromosome condensation,RNA splicing,regulation of mRNA export from nucleus,positive regulation of histone deacetylation,regulation of histone phosphorylation,cell cycle G2/M phase transition,positive regulation of transcription from RNA polymerase II promoter,nuclear envelope disassembly"
311,,Hek293_XO44 / Hek293_control,O43823,O43823,5.42654674629583,5.42654674629583,0.0011339488171562,0.0043536514112173,6,O43823,AKAP8,A-kinase anchor protein 8,AKAP8_HUMAN,24,4200.84056736268,43.0084056736268,Hek293_XO44,Hek293_control,"condensed chromosome,female pronucleus,nucleus,nucleoplasm,nucleolus,mitochondrion,Golgi apparatus,membrane,nuclear matrix","double-stranded DNA binding,RNA binding,protein binding,zinc ion binding,protein kinase A regulatory subunit binding,histone deacetylase binding,NF-kappaB binding,DEAD/H-box RNA helicase binding","mitotic cell cycle,transcription, DNA-templated,regulation of transcription, DNA-templated,mitotic chromosome condensation,signal transduction,protein transport,positive regulation of histone deacetylation,negative regulation of tumor necrosis factor production,regulation of histone phosphorylation,cell cycle G2/M phase transition,innate immune response,cellular response to lipopolysaccharide,cellular response to prostaglandin E stimulus"
312,,Hek293_XO44 / Hek293_control,Q8NI60,Q8NI60,5.26574490689788,5.26574490689788,0.004265010886367,0.0048000942400025,6,Q8NI60,COQ8A,"Atypical kinase COQ8A, mitochondrial",COQ8A_HUMAN,11,3747.22128195673,38.4722128195673,Hek293_XO44,Hek293_control,"mitochondrion,integral component of membrane,extrinsic component of mitochondrial inner membrane","protein binding,ATP binding,kinase activity,ADP binding,protein kinase activity","ubiquinone biosynthetic process,phosphorylation,protein phosphorylation"
313,,Hek293_XO44 / Hek293_control,Q14CZ7,Q14CZ7,5.20617720519636,5.20617720519636,0.017708618339072,0.0069234126526061,6,Q14CZ7,FASTKD3,"FAST kinase domain-containing protein 3, mitochondrial",FAKD3_HUMAN,16,3591.60734582611,36.9160734582611,Hek293_XO44,Hek293_control,"nucleus,mitochondrion","RNA binding,protein kinase activity,protein binding","protein phosphorylation,mitochondrial respiratory chain complex IV assembly,regulation of mitochondrial mRNA stability,cellular respiration,positive regulation of mitochondrial translation"
314,,Hek293_XO44 / Hek293_control,Q9UPZ9,Q9UPZ9,5.06046459525045,5.06046459525045,0.0194291911763125,0.0071749441805245,6,Q9UPZ9,CILK1,Serine/threonine-protein kinase ICK,CILK1_HUMAN,10,3236.96487411529,33.3696487411529,Hek293_XO44,Hek293_control,"fibrillar center,nucleus,cytoplasm,cytosol,cilium,ciliary basal body,ciliary tip,ciliary base","magnesium ion binding,protein serine/threonine kinase activity,protein binding,ATP binding","protein phosphorylation,signal transduction,multicellular organism development,regulation of gene expression,intracellular signal transduction,intraciliary anterograde transport,intraciliary retrograde transport,intraciliary transport,cilium morphogenesis"
315,,Hek293_XO44 / Hek293_control,Q6ZUJ8,Q6ZUJ8,5.04735906947417,5.04735906947417,0.0043643496827653,0.0048000942400025,6,Q6ZUJ8,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,BCAP_HUMAN,2,3206.78895824705,33.0678895824705,Hek293_XO44,Hek293_control,"cytosol,plasma membrane,membrane","phosphatidylinositol 3-kinase regulatory subunit binding,identical protein binding,phosphatidylinositol-4,5-bisphosphate 3-kinase activity","positive regulation of phosphatidylinositol 3-kinase signaling,toll-like receptor 2 signaling pathway,toll-like receptor 4 signaling pathway,toll-like receptor 7 signaling pathway,toll-like receptor 9 signaling pathway,phosphatidylinositol phosphorylation,regulation of inflammatory response,positive regulation of protein kinase B signaling"
316,,Hek293_XO44 / Hek293_control,Q6PFW1,Q6PFW1,4.77723815687816,4.77723815687816,0.0118965727864983,0.0061673886531753,6,Q6PFW1,PPIP5K1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,VIP1_HUMAN,4,2642.15488670863,27.4215488670863,Hek293_XO44,Hek293_control,"nucleoplasm,cytosol,plasma membrane","inositol-1,3,4,5,6-pentakisphosphate kinase activity,inositol hexakisphosphate kinase activity,inositol heptakisphosphate kinase activity,inositol hexakisphosphate 5-kinase activity,ATP binding,diphosphoinositol-pentakisphosphate kinase activity,inositol hexakisphosphate 1-kinase activity,inositol hexakisphosphate 3-kinase activity,Requires Ontology","inositol metabolic process,phosphorylation,inositol phosphate biosynthetic process,inositol phosphate metabolic process"
317,,Hek293_XO44 / Hek293_control,Q9ULH0,Q9ULH0,4.75951567608265,4.75951567608265,0.0028023772413866,0.0047730276111831,6,Q9ULH0,KIDINS220,Kinase D-interacting substrate of 220 kDa,KDIS_HUMAN,58,2608.67552352297,27.0867552352297,Hek293_XO44,Hek293_control,"late endosome,cytosol,membrane,integral component of membrane,macromolecular complex","protein kinase regulator activity,PDZ domain binding","activation of MAPKK activity,in utero embryonic development,positive regulation of neuron projection development,nerve growth factor signaling pathway,regulation of protein kinase activity,dendrite morphogenesis,cellular response to nerve growth factor stimulus"
318,,Hek293_XO44 / Hek293_control,P46020,P46020,4.73196305570169,4.73196305570169,0.0046618335323944,0.004828402115756,6,P46020,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",KPB1_HUMAN,28,2557.43602503307,26.5743602503307,Hek293_XO44,Hek293_control,"cytosol,plasma membrane,phosphorylase kinase complex","phosphorylase kinase activity,calmodulin binding","glycogen metabolic process,glycogen catabolic process,generation of precursor metabolites and energy,protein phosphorylation"
