HGNC ,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
,,HeLa_XO44 / Hek293_XO44,O95490,O95490,-1.955504083323754,1.955504083323754,0.0257413507894078,0.0082692342316866,6,O95490,ADGRL2,Adhesion G protein-coupled receptor L2,AGRL2_HUMAN,12,-74.21693079731416,0.2578306920268584,HeLa_XO44,Hek293_XO44,integral component of membrane,"G-protein coupled receptor activity,latrotoxin receptor activity,carbohydrate binding","cell surface receptor signaling pathway,G-protein coupled receptor signaling pathway"
,,HeLa_XO44 / Hek293_XO44,Q8IZC4,Q8IZC4,-1.9588038602829836,1.9588038602829836,0.0078634966184556,0.0053980742037399,6,Q8IZC4,RTKN2,Rhotekin-2,RTKN2_HUMAN,5,-74.27583524521685,0.2572416475478313,HeLa_XO44,Hek293_XO44,actomyosin contractile ring,GTP-Rho binding,"signal transduction,hemopoiesis,mitotic cytokinesis,actomyosin contractile ring assembly,protein localization to actomyosin contractile ring involved in mitotic cytokinesis,cortical cytoskeleton organization,septin ring organization,positive regulation of cell proliferation"
,,HeLa_XO44 / Hek293_XO44,Q8IUX4,Q8IUX4,-1.9588583515174447,1.9588583515174447,0.0149601860889098,0.0065638578254235,6,Q8IUX4,APOBEC3F,DNA dC->dU-editing enzyme APOBEC-3F,ABC3F_HUMAN,4,-74.2768068400317,0.257231931599683,HeLa_XO44,Hek293_XO44,"cytoplasmic mRNA processing body,cytoplasm,intracellular ribonucleoprotein complex,apolipoprotein B mRNA editing enzyme complex,nucleus","RNA binding,cytidine deaminase activity,protein binding,zinc ion binding,identical protein binding,deoxycytidine deaminase activity","positive regulation of defense response to virus by host,cytidine deamination,negative regulation of transposition,base conversion or substitution editing,negative regulation of viral genome replication,innate immune response,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,negative regulation of viral process,defense response to virus,DNA cytosine deamination,DNA demethylation,cytidine to uridine editing"
,,HeLa_XO44 / Hek293_XO44,Q8WY54,Q8WY54,-1.9595690602163591,1.9595690602163591,0.0069205115736802,0.0051912077625962,6,Q8WY54,PPM1E,Protein phosphatase 1E,PPM1E_HUMAN,6,-74.28947562612076,0.2571052437387924,HeLa_XO44,Hek293_XO44,"nucleus,nucleolus,mitochondrion,macromolecular complex","protein serine/threonine phosphatase activity,protein binding,metal ion binding","negative regulation of protein kinase activity,cellular response to drug,peptidyl-threonine dephosphorylation,positive regulation of stress fiber assembly"
,,HeLa_XO44 / Hek293_XO44,Q9NUD5,Q9NUD5,-1.960819106070545,1.960819106070545,0.0010578109253409,0.0042966531798353,6,Q9NUD5,ZCCHC3,Zinc finger CCHC domain-containing protein 3,ZCHC3_HUMAN,11,-74.31174326667976,0.2568825673332024,HeLa_XO44,Hek293_XO44,,"RNA binding,zinc ion binding",
,,HeLa_XO44 / Hek293_XO44,O14967,O14967,-1.9662194233543493,1.9662194233543493,0.0011799128661965,0.004390222149479,6,O14967,CLGN,Calmegin,CLGN_HUMAN,9,-74.40772018371624,0.2559227981628377,HeLa_XO44,Hek293_XO44,"nuclear envelope,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane","calcium ion binding,protein binding,protein binding involved in protein folding,unfolded protein binding","protein folding,single fertilization,binding of sperm to zona pellucida"
,,HeLa_XO44 / Hek293_XO44,P04181,P04181,-1.9686940136349311,1.9686940136349311,0.0025823730423842,0.0047730276111831,6,P04181,OAT,"Ornithine aminotransferase, mitochondrial",OAT_HUMAN,15,-74.45157985068077,0.2554842014931923,HeLa_XO44,Hek293_XO44,"nucleoplasm,mitochondrion,mitochondrial matrix,cytoplasm","ornithine-oxo-acid transaminase activity,pyridoxal phosphate binding,identical protein binding","visual perception,cellular amino acid biosynthetic process,protein hexamerization,L-proline biosynthetic process,arginine catabolic process to proline via ornithine,arginine catabolic process to glutamate"
,,HeLa_XO44 / Hek293_XO44,Q9BXF3,Q9BXF3,-1.9781539766754448,1.9781539766754448,0.0167483581469443,0.0067934908341599,6,Q9BXF3,CECR2,Chromatin remodeling regulator CECR2,CECR2_HUMAN,10,-74.61855654617754,0.2538144345382245,HeLa_XO44,Hek293_XO44,"nucleus,CERF complex",,"apoptotic DNA fragmentation,cytoskeleton organization,vesicle-mediated transport,neural tube development,ATP-dependent chromatin remodeling,cytoskeleton-dependent cytokinesis,execution phase of apoptosis"
CDK16,CMGC,HeLa_XO44 / Hek293_XO44,Q00536,Q00536,-1.9799363099795488,1.9799363099795488,0.0026678975600719,0.0047730276111831,6,Q00536,CDK16,Cyclin-dependent kinase 16,CDK16_HUMAN,30,-74.64989391002007,0.2535010608997993,HeLa_XO44,Hek293_XO44,"cytoplasm,cytosol,plasma membrane,microtubule cytoskeleton,cell junction,extrinsic component of cytoplasmic side of plasma membrane,neuron projection,nucleus,synaptic vesicle","protein serine/threonine kinase activity,protein binding,ATP binding,cyclin-dependent protein serine/threonine kinase activity","protein phosphorylation,exocytosis,spermatogenesis,growth hormone secretion,neuron projection development,regulation of insulin secretion involved in cellular response to glucose stimulus"
,,HeLa_XO44 / Hek293_XO44,Q9H939,Q9H939,-1.985621303329594,1.985621303329594,0.0231694941209702,0.0078220577295863,6,Q9H939,PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2,PPIP2_HUMAN,6,-74.74959038602532,0.2525040961397469,HeLa_XO44,Hek293_XO44,"cytosol,cytoskeleton,membrane",actin binding,"cytoskeleton organization,cell migration"
,,HeLa_XO44 / Hek293_XO44,P17858,P17858,-1.9905934879964209,1.9905934879964209,0.0003836388592952,0.002880425136752,6,P17858,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",PFKAL_HUMAN,38,-74.83646501548702,0.2516353498451298,HeLa_XO44,Hek293_XO44,"extracellular region,cytosol,6-phosphofructokinase complex,membrane,secretory granule lumen,extracellular exosome,ficolin-1-rich granule lumen","6-phosphofructokinase activity,protein binding,ATP binding,kinase binding,identical protein binding,metal ion binding,fructose binding,fructose-6-phosphate binding","fructose 6-phosphate metabolic process,glycolytic process,response to glucose,fructose 1,6-bisphosphate metabolic process,neutrophil degranulation,negative regulation of insulin secretion,protein oligomerization,protein homotetramerization,canonical glycolysis"
,,HeLa_XO44 / Hek293_XO44,O14867,O14867,-1.992872598173376,1.992872598173376,0.0238351619133455,0.0079288483525575,6,O14867,BACH1,Transcription regulator protein BACH1,BACH1_HUMAN,14,-74.8761859481433,0.2512381405185669,HeLa_XO44,Hek293_XO44,"nucleus,cytoplasm,Cul3-RING ubiquitin ligase complex,cytosol","RNA polymerase II distal enhancer sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding,transcription factor activity, sequence-specific DNA binding,protein binding,heme binding,ubiquitin-protein transferase activity","regulation of transcription involved in G1/S transition of mitotic cell cycle,regulation of transcription involved in G2/M transition of mitotic cell cycle,negative regulation of transcription from RNA polymerase II promoter,DNA repair,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,protein ubiquitination,positive regulation of transcription from RNA polymerase II promoter,regulation of transcription from RNA polymerase II promoter in response to hypoxia"
,,HeLa_XO44 / Hek293_XO44,Q9NQ84,Q9NQ84,-1.9958266069494013,1.9958266069494013,0.0248752503171326,0.0081090516409896,6,Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C,GPC5C_HUMAN,2,-74.92757590651865,0.2507242409348133,HeLa_XO44,Hek293_XO44,"integral component of plasma membrane,cytoplasmic vesicle membrane,vesicle,receptor complex,extracellular exosome",G-protein coupled receptor activity,G-protein coupled receptor signaling pathway
,,HeLa_XO44 / Hek293_XO44,Q9NTI2,Q9NTI2,-1.9962973826091723,1.9962973826091723,0.0220911087789107,0.0076308142253589,6,Q9NTI2,ATP8A2,Phospholipid-transporting ATPase IB,AT8A2_HUMAN,3,-74.93575612550568,0.2506424387449432,HeLa_XO44,Hek293_XO44,"photoreceptor outer segment,nucleoplasm,endosome,Golgi apparatus,plasma membrane,integral component of membrane","magnesium ion binding,phospholipid-translocating ATPase activity,ATP binding","involuntary skeletal muscle contraction,axonogenesis,aging,negative regulation of cell proliferation,retina layer formation,positive regulation of neuron projection development,response to auditory stimulus,positive regulation of multicellular organism growth,inner ear morphogenesis,eating behavior,skin development,phospholipid translocation,neuron development,neuromuscular process controlling posture,detection of light stimulus involved in visual perception,neurofilament cytoskeleton organization,positive regulation of phospholipid translocation"
,,HeLa_XO44 / Hek293_XO44,Q99959,Q99959,-1.99905697037604,1.99905697037604,0.0139873119325494,0.0064414564872454,6,Q99959,PKP2,Plakophilin-2,PKP2_HUMAN,26,-74.98365319984524,0.2501634680015477,HeLa_XO44,Hek293_XO44,"cornified envelope,nucleus,nucleoplasm,intermediate filament,plasma membrane,cell-cell junction,adherens junction,intercalated disc,integral component of membrane,cell junction,desmosome,messenger ribonucleoprotein complex","molecular_function,protein kinase C binding,protein binding,sodium channel regulator activity,intermediate filament binding,protein complex scaffold,ion channel binding,alpha-catenin binding,cadherin binding,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication","desmosome assembly,heart development,positive regulation of sodium ion transport,keratinization,intermediate filament bundle assembly,maintenance of animal organ identity,ventricular cardiac muscle tissue morphogenesis,regulation of molecular function,cornification,protein localization to plasma membrane,cardiac muscle cell action potential involved in contraction,ventricular cardiac muscle cell action potential,cell-cell signaling involved in cardiac conduction,cell communication by electrical coupling involved in cardiac conduction,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,regulation of heart rate by cardiac conduction,cell-cell adhesion,regulation of ventricular cardiac muscle cell action potential"
CAMK2D,CAMK,HeLa_XO44 / Hek293_XO44,Q13557,Q13557,-1.9998583611683076,1.9998583611683076,0.0042810349161761,0.0048000942400025,6,Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,KCC2D_HUMAN,15,-74.99754546559197,0.2500245453440803,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,cytoplasm,cytosol,plasma membrane,membrane,endocytic vesicle membrane,sarcoplasmic reticulum membrane,sarcolemma,neuron projection,calcium channel complex","protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,Ras guanyl-nucleotide exchange factor activity,protein binding,calmodulin binding,ATP binding,sodium channel inhibitor activity,titin binding,identical protein binding,protein homodimerization activity,ion channel binding","MAPK cascade,regulation of cell growth,regulation of the force of heart contraction,regulation of membrane depolarization,regulation of transcription from RNA polymerase II promoter,protein phosphorylation,nervous system development,regulation of heart contraction,positive regulation of cardiac muscle hypertrophy,regulation of cell communication by electrical coupling,positive regulation of cardiac muscle cell apoptotic process,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,cell differentiation,endoplasmic reticulum calcium ion homeostasis,protein autophosphorylation,protein oligomerization,relaxation of cardiac muscle,regulation of ryanodine-sensitive calcium-release channel activity,interferon-gamma-mediated signaling pathway,regulation of cellular localization,cellular response to calcium ion,cardiac muscle cell contraction,regulation of heart rate by cardiac conduction,regulation of cardiac muscle cell action potential,regulation of cardiac muscle cell action potential involved in regulation of contraction,regulation of cellular response to heat,regulation of histone deacetylase activity,regulation of cell communication by electrical coupling involved in cardiac conduction,regulation of relaxation of cardiac muscle,negative regulation of sodium ion transmembrane transport,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,negative regulation of sodium ion transmembrane transporter activity"
,,HeLa_XO44 / Hek293_XO44,P32189,P32189,-2.0011025430277805,2.0011025430277805,0.0031213631012221,0.0047730276111831,6,P32189,GK,Glycerol kinase,GLPK_HUMAN,13,-75.01909831614786,0.2498090168385213,HeLa_XO44,Hek293_XO44,"mitochondrion,mitochondrial outer membrane,cytosol,extracellular exosome,cytoplasm","glycerol kinase activity,protein binding,ATP binding,phosphotransferase activity, alcohol group as acceptor","glycerol metabolic process,triglyceride metabolic process,phosphorylation,triglyceride biosynthetic process,glycerol catabolic process,glycerol-3-phosphate biosynthetic process"
,,HeLa_XO44 / Hek293_XO44,Q12948,Q12948,-2.001113795353199,2.001113795353199,0.0104397529311579,0.0059213547274153,6,Q12948,FOXC1,Forkhead box protein C1,FOXC1_HUMAN,8,-75.01929315437135,0.2498070684562865,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,nuclear heterochromatin,cytosol","RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,transcription coactivator binding,transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,DNA binding,transcription factor activity, sequence-specific DNA binding,transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,transcription coactivator activity,protein binding,transcription factor binding,DNA binding, bending,sequence-specific DNA binding,transcription regulatory region DNA binding,promoter-specific chromatin binding","negative regulation of transcription from RNA polymerase II promoter,angiogenesis,ovarian follicle development,eye development,ureteric bud development,in utero embryonic development,somitogenesis,kidney development,lymph vessel development,endochondral ossification,blood vessel remodeling,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,Notch signaling pathway,heart development,cell proliferation,germ cell migration,positive regulation of epithelial to mesenchymal transition,mesenchymal cell development,neural crest cell development,cell migration,negative regulation of angiogenesis,cerebellum development,collagen fibril organization,glycosaminoglycan metabolic process,lacrimal gland development,embryonic heart tube development,maintenance of lens transparency,vascular endothelial growth factor signaling pathway,odontogenesis of dentin-containing tooth,camera-type eye development,positive regulation of DNA binding,positive regulation of keratinocyte differentiation,positive regulation of transcription, DNA-templated,negative regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,regulation of organ growth,vascular endothelial growth factor receptor signaling pathway,paraxial mesoderm formation,artery morphogenesis,regulation of blood vessel size,ventricular cardiac muscle tissue morphogenesis,cardiac muscle cell proliferation,chemokine-mediated signaling pathway,cellular response to epidermal growth factor stimulus,glomerular epithelium development,negative regulation of lymphangiogenesis,positive regulation of hematopoietic progenitor cell differentiation,positive regulation of hematopoietic stem cell differentiation,negative regulation of apoptotic process involved in outflow tract morphogenesis,positive regulation of core promoter binding,cellular response to chemokine,anatomical structure morphogenesis,regulation of transcription from RNA polymerase II promoter,cell differentiation"
,,HeLa_XO44 / Hek293_XO44,Q7Z7B1,Q7Z7B1,-2.002611768904365,2.002611768904365,0.0041797891558794,0.0048000942400025,6,Q7Z7B1,PIGW,Phosphatidylinositol-glycan biosynthesis class W protein,PIGW_HUMAN,5,-75.04521756437052,0.2495478243562948,HeLa_XO44,Hek293_XO44,"endoplasmic reticulum membrane,integral component of membrane,endoplasmic reticulum","O-acyltransferase activity,glucosaminyl-phosphotidylinositol O-acyltransferase activity","GPI anchor metabolic process,preassembly of GPI anchor in ER membrane,protein localization to plasma membrane,GPI anchor biosynthetic process"
,,HeLa_XO44 / Hek293_XO44,O15090,O15090,-2.0030074513027314,2.0030074513027314,0.0055956883941917,0.0049350777183043,6,O15090,ZNF536,Zinc finger protein 536,ZN536_HUMAN,14,-75.05206087770688,0.2494793912229311,HeLa_XO44,Hek293_XO44,nucleus,"RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,retinoic acid-responsive element binding,metal ion binding,transcription factor activity, sequence-specific DNA binding,transcription regulatory region DNA binding,sequence-specific DNA binding","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,signal transduction,multicellular organism development,negative regulation of neuron differentiation,negative regulation of retinoic acid receptor signaling pathway,regulation of transcription, DNA-templated"
,,HeLa_XO44 / Hek293_XO44,Q9Y2H5,Q9Y2H5,-2.019828236484184,2.019828236484184,0.0028420760492703,0.0047730276111831,6,Q9Y2H5,PLEKHA6,Pleckstrin homology domain-containing family A member 6,PKHA6_HUMAN,5,-75.34124675545641,0.2465875324454358,HeLa_XO44,Hek293_XO44,,,
,,HeLa_XO44 / Hek293_XO44,Q5VUJ6,Q5VUJ6,-2.023235202503962,2.023235202503962,0.0021529910173181,0.0047730276111831,6,Q5VUJ6,LRCH2,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2_HUMAN,12,-75.39941040905146,0.2460058959094855,HeLa_XO44,Hek293_XO44,plasma membrane,,signal transduction
,,HeLa_XO44 / Hek293_XO44,P01889,P01889,-2.024869172943097,2.024869172943097,0.0016504528053097,0.0046351648572435,6,P01889,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",HLAB_HUMAN,5,-75.42725682193579,0.2457274317806421,HeLa_XO44,Hek293_XO44,,,
EPHA3,TK,HeLa_XO44 / Hek293_XO44,P29320,P29320,-2.025398284103371,2.025398284103371,0.0232252218039596,0.0078288561269396,6,P29320,EPHA3,Ephrin type-A receptor 3,EPHA3_HUMAN,16,-75.43626727000388,0.2456373272999612,HeLa_XO44,Hek293_XO44,"extracellular region,early endosome,plasma membrane,integral component of plasma membrane,neuron projection,receptor complex,cytoplasm","GPI-linked ephrin receptor activity,protein binding,ATP binding,transmembrane-ephrin receptor activity,mitogen-activated protein kinase kinase binding,signal transducer activity,protein tyrosine kinase activity,transmembrane receptor protein tyrosine kinase activity,MAP kinase kinase kinase activity,transmembrane signaling receptor activity","cell adhesion,regulation of epithelial to mesenchymal transition,positive regulation of neuron projection development,cell migration,peptidyl-tyrosine phosphorylation,regulation of actin cytoskeleton organization,regulation of GTPase activity,negative regulation of endocytosis,ephrin receptor signaling pathway,regulation of focal adhesion assembly,regulation of microtubule cytoskeleton organization,cellular response to retinoic acid,fasciculation of sensory neuron axon,fasciculation of motor neuron axon,positive regulation of protein localization to plasma membrane,negative regulation of apoptotic process,negative regulation of signal transduction,positive regulation of kinase activity,cell differentiation,positive regulation of MAPK cascade,positive regulation of ERK1 and ERK2 cascade,multicellular organism development"
,,HeLa_XO44 / Hek293_XO44,Q9BZF3,Q9BZF3,-2.033527603660662,2.033527603660662,0.0032750833543359,0.0047730276111831,6,Q9BZF3,OSBPL6,Oxysterol-binding protein-related protein 6,OSBL6_HUMAN,33,-75.5742901261285,0.244257098738715,HeLa_XO44,Hek293_XO44,"endoplasmic reticulum membrane,cytosol,plasma membrane,nuclear membrane,perinuclear endoplasmic reticulum","protein binding,lipid binding,sterol transporter activity","bile acid biosynthetic process,sterol transport"
ACVR1B,TKL,HeLa_XO44 / Hek293_XO44,P36896,P36896,-2.034741807970624,2.034741807970624,0.0088233628395755,0.0056095743889292,6,P36896,ACVR1B,Activin receptor type-1B,ACV1B_HUMAN,4,-75.59483869982512,0.2440516130017488,HeLa_XO44,Hek293_XO44,"cytosol,plasma membrane,integral component of plasma membrane,cell surface,receptor complex,activin receptor complex,extracellular exosome","protein serine/threonine kinase activity,transmembrane receptor protein serine/threonine kinase activity,receptor signaling protein serine/threonine kinase activity,protein binding,ATP binding,activin receptor activity, type I,ubiquitin protein ligase binding,inhibin binding,SMAD binding,metal ion binding,activin-activated receptor activity,growth factor binding,activin binding","G1/S transition of mitotic cell cycle,in utero embryonic development,hair follicle development,regulation of transcription, DNA-templated,protein phosphorylation,signal transduction,transmembrane receptor protein serine/threonine kinase signaling pathway,central nervous system development,negative regulation of gene expression,positive regulation of pathway-restricted SMAD protein phosphorylation,peptidyl-threonine phosphorylation,signal transduction by protein phosphorylation,negative regulation of cell growth,activin receptor signaling pathway,positive regulation of activin receptor signaling pathway,nodal signaling pathway,positive regulation of erythrocyte differentiation,positive regulation of transcription from RNA polymerase II promoter,development of primary female sexual characteristics,protein autophosphorylation,extrinsic apoptotic signaling pathway,positive regulation of trophoblast cell migration"
,,HeLa_XO44 / Hek293_XO44,P34931,P34931,-2.0414551531766527,2.0414551531766527,0.0124670582531073,0.0062548461859105,6,P34931,HSPA1L,Heat shock 70 kDa protein 1-like,HS71L_HUMAN,3,-75.70814030317143,0.2429185969682856,HeLa_XO44,Hek293_XO44,"zona pellucida receptor complex,nucleoplasm,cytosol,cell body,blood microparticle,COP9 signalosome,cytoplasm,vesicle,nucleus,protein complex","protein binding,ATP binding,heat shock protein binding,ubiquitin protein ligase binding,unfolded protein binding,misfolded protein binding,ATPase activity, coupled,ATPase activity,protein binding involved in protein folding","response to unfolded protein,binding of sperm to zona pellucida,protein refolding,regulation of cellular response to heat,positive regulation of protein targeting to mitochondrion,cellular response to unfolded protein,chaperone mediated protein folding requiring cofactor,cellular response to heat"
,,HeLa_XO44 / Hek293_XO44,Q7Z3D6,Q7Z3D6,-2.043037421391368,2.043037421391368,0.0160153937747757,0.0066959271814632,6,Q7Z3D6,DGLUCY,"D-glutamate cyclase, mitochondrial",GLUCM_HUMAN,7,-75.73476766842768,0.2426523233157232,HeLa_XO44,Hek293_XO44,"cellular_component,mitochondrial matrix","molecular_function,protein binding,D-glutamate cyclase activity","glutamate metabolic process,biological_process"
MAPK9,CMGC,HeLa_XO44 / Hek293_XO44,P45984,P45984,-2.0452697713655548,2.0452697713655548,0.0016432343714729,0.0046351648572435,6,P45984,MAPK9,Mitogen-activated protein kinase 9,MK09_HUMAN,13,-75.77228537113967,0.2422771462886031,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,neuron projection","JUN kinase activity,protein binding,ATP binding,transcription factor binding,MAP kinase activity","protein phosphorylation,JNK cascade,JUN phosphorylation,response to mechanical stimulus,positive regulation of gene expression,positive regulation of macrophage derived foam cell differentiation,peptidyl-serine phosphorylation,cellular response to reactive oxygen species,Fc-epsilon receptor signaling pathway,regulation of circadian rhythm,positive regulation of apoptotic process,rhythmic process,neuron development,regulation of sequence-specific DNA binding transcription factor activity,Requires Ontology,cellular response to cadmium ion,cellular response to organic substance,positive regulation of podosome assembly,positive regulation of apoptotic signaling pathway,intracellular signal transduction,regulation of gene expression"
,,HeLa_XO44 / Hek293_XO44,Q9NWZ8,Q9NWZ8,-2.0464208394161703,2.0464208394161703,0.0029902636960962,0.0047730276111831,6,Q9NWZ8,GEMIN8,Gem-associated protein 8,GEMI8_HUMAN,4,-75.79160797582284,0.2420839202417715,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,cytoplasm,cytosol,SMN complex,SMN-Sm protein complex,Gemini of coiled bodies",protein binding,"spliceosomal snRNP assembly,nuclear import"
,,HeLa_XO44 / Hek293_XO44,Q96Q89,Q96Q89,-2.053533679108704,2.053533679108704,0.000323464541487,0.0026849841758549,6,Q96Q89,KIF20B,Kinesin-like protein KIF20B,KI20B_HUMAN,34,-75.91066753664255,0.2408933246335745,HeLa_XO44,Hek293_XO44,"nucleus,nucleoplasm,nucleolus,cytoplasm,centrosome,kinesin complex,microtubule,growth cone,midbody,perinuclear region of cytoplasm,spindle midzone,contractile ring,mitotic spindle pole,mitotic spindle midzone","protein binding,ATP binding,microtubule binding,ATP-dependent microtubule motor activity, plus-end-directed,ATPase activity,protein homodimerization activity,WW domain binding,microtubule motor activity","neural tube closure,microtubule-based movement,cell cycle arrest,regulation of mitotic nuclear division,positive regulation of cell proliferation,positive regulation of cytokinesis,protein localization to microtubule,neuron projection morphogenesis,cell division,positive regulation of intracellular protein transport,positive regulation of mitotic cytokinetic process,regulation of establishment of cell polarity,positive regulation of neuron migration"
IGF1R,TK,HeLa_XO44 / Hek293_XO44,P08069,P08069,-2.0563683182325656,2.0563683182325656,0.0011078590203859,0.0043420832445529,6,P08069,IGF1R,Insulin-like growth factor 1 receptor,IGF1R_HUMAN,39,-75.95795232153334,0.2404204767846666,HeLa_XO44,Hek293_XO44,"plasma membrane,integral component of plasma membrane,membrane,alphav-beta3 integrin-IGF-1-IGF1R complex,intracellular membrane-bounded organelle,receptor complex,axon,cytoplasm","protein tyrosine kinase activity,insulin-like growth factor-activated receptor activity,insulin receptor binding,protein binding,insulin-like growth factor binding,ATP binding,insulin-like growth factor I binding,identical protein binding,phosphatidylinositol 3-kinase binding,insulin binding,insulin receptor substrate binding,transmembrane signaling receptor activity,signal transducer activity,MAP kinase kinase kinase activity,transmembrane receptor protein tyrosine kinase activity,mitogen-activated protein kinase kinase binding","immune response,signal transduction,positive regulation of cell proliferation,insulin receptor signaling pathway,phosphatidylinositol 3-kinase signaling,positive regulation of cell migration,peptidyl-tyrosine autophosphorylation,negative regulation of apoptotic process,positive regulation of protein complex disassembly,positive regulation of DNA replication,regulation of JNK cascade,protein autophosphorylation,insulin-like growth factor receptor signaling pathway,phosphatidylinositol-mediated signaling,protein tetramerization,inactivation of MAPKK activity,dendritic spine maintenance,beta-amyloid clearance,cellular response to beta-amyloid,cellular response to glucose stimulus,positive regulation of ERK1 and ERK2 cascade,multicellular organism development,negative regulation of signal transduction,positive regulation of kinase activity,cell differentiation,positive regulation of MAPK cascade"
,,HeLa_XO44 / Hek293_XO44,Q96F45,Q96F45,-2.0585602692560365,2.0585602692560365,0.0004792915741042,0.0031811928943862,6,Q96F45,ZNF503,Zinc finger protein 503,ZN503_HUMAN,6,-75.99445274319177,0.2400554725680823,HeLa_XO44,Hek293_XO44,nucleus,"nucleic acid binding,metal ion binding","transcription, DNA-templated,regulation of transcription, DNA-templated,negative regulation of cell proliferation,negative regulation of gene expression,neural precursor cell proliferation,G1 to G0 transition involved in cell differentiation"
CSK,TK,HeLa_XO44 / Hek293_XO44,P41240,P41240,-2.0639526141015083,2.0639526141015083,0.0015477962528953,0.0045733376351714,6,P41240,CSK,Tyrosine-protein kinase CSK,CSK_HUMAN,29,-76.08401053031666,0.2391598946968334,HeLa_XO44,Hek293_XO44,"cytoplasm,cytosol,plasma membrane,cell-cell junction,extrinsic component of cytoplasmic side of plasma membrane,membrane raft,extracellular exosome","protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,receptor binding,protein binding,ATP binding,protein C-terminus binding,kinase activity,protein phosphatase binding,protein kinase A catalytic subunit binding,identical protein binding,metal ion binding,proline-rich region binding","regulation of cytokine production,adaptive immune response,protein phosphorylation,transmembrane receptor protein tyrosine kinase signaling pathway,epidermal growth factor receptor signaling pathway,central nervous system development,brain development,negative regulation of cell proliferation,negative regulation of low-density lipoprotein particle clearance,cell differentiation,T cell costimulation,negative regulation of interleukin-6 production,negative regulation of kinase activity,adherens junction organization,peptidyl-tyrosine autophosphorylation,regulation of cell proliferation,negative regulation of Golgi to plasma membrane protein transport,positive regulation of MAP kinase activity,innate immune response,negative regulation of bone resorption,oligodendrocyte differentiation,negative regulation of phagocytosis,T cell receptor signaling pathway,regulation of Fc receptor mediated stimulatory signaling pathway,negative regulation of ERK1 and ERK2 cascade,cellular response to peptide hormone stimulus"
,,HeLa_XO44 / Hek293_XO44,Q02153,Q02153,-2.065312493054042,2.065312493054042,0.0018542700019059,0.004716552768691,6,Q02153,GUCY1B1,Guanylate cyclase soluble subunit beta-1,GCYB1_HUMAN,8,-76.1065430313953,0.238934569686047,HeLa_XO44,Hek293_XO44,"plasma membrane,guanylate cyclase complex, soluble,presynaptic active zone","guanylate cyclase activity,receptor activity,protein binding,GTP binding,heme binding,metal ion binding,adenylate cyclase activity","cGMP biosynthetic process,nitric oxide mediated signal transduction,blood circulation,nitric oxide-cGMP-mediated signaling pathway,cellular response to nitric oxide,cGMP-mediated signaling,trans-synaptic signaling by nitric oxide, modulating synaptic transmission,signal transduction,cyclic nucleotide biosynthetic process"
