Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
TK,HeLa_XO44 / HeLa_control,P42679,P42679,5.94923495334464,5.94923495334464,0.0158344147704881,0.0066665220899942,6,P42679,MATK,Megakaryocyte-associated tyrosine-protein kinase,MATK_HUMAN,13,6078.71512579033,61.7871512579033,HeLa_XO44,HeLa_control,"cytosol,extrinsic component of cytoplasmic side of plasma membrane","protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,receptor binding,protein binding,ATP binding","protein phosphorylation,transmembrane receptor protein tyrosine kinase signaling pathway,mesoderm development,cell proliferation,positive regulation of cell proliferation,cell differentiation,peptidyl-tyrosine autophosphorylation,ERBB2 signaling pathway,innate immune response,regulation of cell proliferation"
TK,HeLa_XO44 / HeLa_control,P06241,P06241,6.70338336075137,6.70338336075137,0.015312315789384,0.0066037071240155,6,P06241,FYN,Tyrosine-protein kinase Fyn,FYN_HUMAN,20,10321.2415898517,104.212415898517,HeLa_XO44,HeLa_control,"nucleus,mitochondrion,endosome,cytosol,actin filament,plasma membrane,postsynaptic density,dendrite,extrinsic component of cytoplasmic side of plasma membrane,membrane raft","protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,signal transducer activity,Ras guanyl-nucleotide exchange factor activity,protein binding,ATP binding,tubulin binding,type 5 metabotropic glutamate receptor binding,T cell receptor binding,CD4 receptor binding,CD8 receptor binding,identical protein binding,phosphatidylinositol 3-kinase binding,ion channel binding,metal ion binding,ephrin receptor binding,phosphatidylinositol-4,5-bisphosphate 3-kinase activity,tau protein binding,peptide hormone receptor binding,growth factor receptor binding,disordered domain specific binding,receptor binding","MAPK cascade,neuron migration,stimulatory C-type lectin receptor signaling pathway,adaptive immune response,protein phosphorylation,calcium ion transport,transmembrane receptor protein tyrosine kinase signaling pathway,axon guidance,central nervous system development,blood coagulation,learning,feeding behavior,regulation of cell shape,negative regulation of gene expression,positive regulation of neuron projection development,positive regulation of phosphatidylinositol 3-kinase signaling,cell migration,peptidyl-tyrosine phosphorylation,cytokine-mediated signaling pathway,cell differentiation,platelet activation,forebrain development,T cell costimulation,negative regulation of protein ubiquitination,intracellular signal transduction,cellular response to platelet-derived growth factor stimulus,peptidyl-tyrosine autophosphorylation,Fc-gamma receptor signaling pathway involved in phagocytosis,T cell activation,regulation of cell proliferation,negative regulation of protein catabolic process,positive regulation of tyrosine phosphorylation of STAT protein,regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of neuron apoptotic process,innate immune response,response to ethanol,phosphatidylinositol phosphorylation,vascular endothelial growth factor receptor signaling pathway,ephrin receptor signaling pathway,dendrite morphogenesis,regulation of defense response to virus by virus,regulation of peptidyl-tyrosine phosphorylation,activated T cell proliferation,T cell receptor signaling pathway,leukocyte migration,detection of mechanical stimulus involved in sensory perception of pain,positive regulation of protein kinase B signaling,cellular response to peptide hormone stimulus,cellular response to transforming growth factor beta stimulus,positive regulation of protein targeting to membrane,dendritic spine maintenance,positive regulation of protein localization to nucleus,positive regulation of neuron death,negative regulation of dendritic spine maintenance,response to beta-amyloid,cellular response to L-glutamate,cellular response to glycine,positive regulation of protein localization to membrane,Requires Ontology,positive regulation of cysteine-type endopeptidase activity,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
TK,HeLa_XO44 / HeLa_control,P16591,P16591,6.35487272620434,6.35487272620434,0.0029973619742046,0.0047730276111831,6,P16591,FER,Tyrosine-protein kinase Fer,FER_HUMAN,36,8084.78563085301,81.8478563085301,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol,cell cortex,extrinsic component of cytoplasmic side of plasma membrane,nuclear chromatin,actin cytoskeleton,microtubule cytoskeleton,lamellipodium,cell junction","protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,epidermal growth factor receptor binding,protein binding,ATP binding,protein phosphatase 1 binding,lipid binding,receptor binding","microtubule cytoskeleton organization,mitotic cell cycle,regulation of protein phosphorylation,protein phosphorylation,chemotaxis,cell adhesion,tyrosine phosphorylation of STAT protein,cell proliferation,positive regulation of cell proliferation,regulation of lamellipodium assembly,regulation of fibroblast migration,peptidyl-tyrosine phosphorylation,cytokine-mediated signaling pathway,cell differentiation,positive regulation of cell migration,positive regulation of actin filament polymerization,actin cytoskeleton reorganization,response to lipopolysaccharide,cellular response to insulin stimulus,negative regulation of mast cell activation involved in immune response,substrate adhesion-dependent cell spreading,cellular response to reactive oxygen species,extracellular matrix-cell signaling,intracellular signal transduction,cellular response to macrophage colony-stimulating factor stimulus,response to platelet-derived growth factor,insulin receptor signaling pathway via phosphatidylinositol 3-kinase,peptidyl-tyrosine autophosphorylation,Fc-epsilon receptor signaling pathway,Kit signaling pathway,regulation of epidermal growth factor receptor signaling pathway,regulation of mast cell degranulation,cell-cell adhesion mediated by cadherin,innate immune response,protein autophosphorylation,platelet-derived growth factor receptor signaling pathway,diapedesis,positive regulation of NF-kappaB transcription factor activity,interleukin-6-mediated signaling pathway,cell migration,transmembrane receptor protein tyrosine kinase signaling pathway,regulation of cell proliferation"
TK,HeLa_XO44 / HeLa_control,Q12866,Q12866,5.4041370340982,5.4041370340982,0.0090428917532116,0.0056481957655857,6,Q12866,MERTK,Tyrosine-protein kinase Mer,MERTK_HUMAN,13,4134.5508065607,42.345508065607,HeLa_XO44,HeLa_control,"photoreceptor outer segment,extracellular space,cytoplasm,plasma membrane,integral component of plasma membrane,rhabdomere,receptor complex","transmembrane receptor protein tyrosine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase activity,mitogen-activated protein kinase kinase binding,protein tyrosine kinase activity,signal transducer activity,transmembrane signaling receptor activity","natural killer cell differentiation,negative regulation of cytokine production,protein phosphorylation,phagocytosis,cell surface receptor signaling pathway,cell-cell signaling,spermatogenesis,peptidyl-tyrosine phosphorylation,platelet activation,secretion by cell,substrate adhesion-dependent cell spreading,apoptotic cell clearance,protein kinase B signaling,positive regulation of phagocytosis,leukocyte migration,negative regulation of lymphocyte activation,retina development in camera-type eye,vagina development,neutrophil clearance,negative regulation of leukocyte apoptotic process,negative regulation of signal transduction,positive regulation of MAPK cascade,positive regulation of ERK1 and ERK2 cascade,cell differentiation,multicellular organism development,positive regulation of kinase activity,negative regulation of apoptotic process"
TKL,HeLa_XO44 / HeLa_control,Q9NYL2,Q9NYL2,5.51870841628169,5.51870841628169,0.0123583619977563,0.0062383336888527,6,Q9NYL2,MAP3K20,Mitogen-activated protein kinase kinase kinase 20,M3K20_HUMAN,21,4484.55060204751,45.8455060204751,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol","magnesium ion binding,RNA binding,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding","DNA damage checkpoint,activation of MAPKK activity,protein phosphorylation,cytoskeleton organization,cell cycle arrest,mitotic cell cycle checkpoint,activation of JUN kinase activity,cell death,cell proliferation,cell differentiation,embryonic digit morphogenesis,positive regulation of apoptotic process,stress-activated MAPK cascade,limb development,cellular response to gamma radiation"
TKL,HeLa_XO44 / HeLa_control,P10398,P10398,6.15297019542039,6.15297019542039,0.016422054669236,0.0067505414656703,6,P10398,ARAF,Serine/threonine-protein kinase A-Raf,ARAF_HUMAN,15,7015.87959991667,71.1587959991667,HeLa_XO44,HeLa_control,"cellular_component,mitochondrion,cytosol","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,mitogen-activated protein kinase kinase binding,metal ion binding","MAPK cascade,activation of MAPKK activity,cellular protein modification process,multicellular organism development,negative regulation of signal transduction,cell differentiation,regulation of TOR signaling,regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of peptidyl-serine phosphorylation,negative regulation of apoptotic process,positive regulation of ERK1 and ERK2 cascade"
TKL,HeLa_XO44 / HeLa_control,Q8NB16,Q8NB16,4.40242071391679,4.40242071391679,0.0147804983202729,0.006531464877724,6,Q8NB16,MLKL,Mixed lineage kinase domain-like protein,MLKL_HUMAN,19,2014.75805783478,21.1475805783478,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,plasma membrane","signal transducer activity,protein binding,ATP binding,protein kinase binding,macromolecular complex binding,protein kinase activity","cell surface receptor signaling pathway,intracellular signal transduction,protein homotrimerization,necroptotic process,protein phosphorylation"
TKL,HeLa_XO44 / HeLa_control,P04049,P04049,5.36759216173665,5.36759216173665,0.0078219454384504,0.0053900745253443,6,P04049,RAF1,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,25,4028.63267327114,41.2863267327114,HeLa_XO44,HeLa_control,"cytoplasm,mitochondrial outer membrane,Golgi apparatus,cytosol,plasma membrane,nuclear speck,pseudopodium,mitochondrion","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,adenylate cyclase binding,adenylate cyclase activator activity,kinase activity,enzyme binding,mitogen-activated protein kinase kinase binding,identical protein binding,metal ion binding,protein heterodimerization activity,small GTPase binding","MAPK cascade,activation of MAPKK activity,response to hypoxia,stimulatory C-type lectin receptor signaling pathway,protein phosphorylation,apoptotic process,signal transduction,activation of adenylate cyclase activity,multicellular organism development,heart development,cell proliferation,negative regulation of cell proliferation,negative regulation of signal transduction,cell differentiation,platelet activation,thyroid gland development,negative regulation of protein complex assembly,positive regulation of peptidyl-serine phosphorylation,ion transmembrane transport,somatic stem cell population maintenance,regulation of Rho protein signal transduction,insulin secretion involved in cellular response to glucose stimulus,response to muscle stretch,wound healing,regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,intermediate filament cytoskeleton organization,regulation of cell differentiation,positive regulation of transcription from RNA polymerase II promoter,neurotrophin TRK receptor signaling pathway,thymus development,face development,positive regulation of ERK1 and ERK2 cascade,death-inducing signaling complex assembly,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,regulation of cell motility"
TKL,HeLa_XO44 / HeLa_control,Q16584,Q16584,5.72315180091996,5.72315180091996,0.0124164883499953,0.0062454011123803,6,Q16584,MAP3K11,Mitogen-activated protein kinase kinase kinase 11,M3K11_HUMAN,11,5182.51041299114,52.8251041299114,HeLa_XO44,HeLa_control,"cytoplasm,centrosome,microtubule,membrane","protein kinase activity,protein serine/threonine kinase activity,JUN kinase kinase kinase activity,protein binding,ATP binding,mitogen-activated protein kinase kinase binding,mitogen-activated protein kinase kinase kinase binding,identical protein binding,protein homodimerization activity,Rac GTPase binding","activation of MAPK activity,protein phosphorylation,microtubule-based process,JNK cascade,activation of JNKK activity,activation of JUN kinase activity,cell death,cell proliferation,positive regulation of apoptotic process,positive regulation of JUN kinase activity,positive regulation of neuron apoptotic process,positive regulation of JNK cascade,protein autophosphorylation"
TKL,HeLa_XO44 / HeLa_control,P15056,P15056,4.95540821066911,4.95540821066911,0.005314223449515,0.0048818555412635,6,P15056,BRAF,Serine/threonine-protein kinase B-raf,BRAF_HUMAN,14,3002.60517236973,31.0260517236973,HeLa_XO44,HeLa_control,"intracellular,nucleus,mitochondrion,cytosol,plasma membrane,neuron projection,intracellular membrane-bounded organelle,cell body","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,calcium ion binding,protein binding,ATP binding,mitogen-activated protein kinase kinase binding,identical protein binding,protein heterodimerization activity,small GTPase binding","MAPK cascade,activation of MAPKK activity,myeloid progenitor cell differentiation,protein phosphorylation,visual learning,animal organ morphogenesis,negative regulation of signal transduction,positive regulation of gene expression,negative regulation of fibroblast migration,positive regulation of glucose transport,cell differentiation,thyroid gland development,positive regulation of peptidyl-serine phosphorylation,somatic stem cell population maintenance,cellular response to drug,regulation of cell proliferation,negative regulation of apoptotic process,CD4-positive, alpha-beta T cell differentiation,CD4-positive or CD8-positive, alpha-beta T cell lineage commitment,response to peptide hormone,negative regulation of neuron apoptotic process,regulation of T cell differentiation,thymus development,positive regulation of axon regeneration,positive regulation of axonogenesis,T cell receptor signaling pathway,protein heterooligomerization,positive regulation of stress fiber assembly,response to cAMP,long-term synaptic potentiation,head morphogenesis,face development,positive regulation of ERK1 and ERK2 cascade,trehalose metabolism in response to stress,cellular response to calcium ion,establishment of protein localization to membrane,positive regulation of substrate adhesion-dependent cell spreading,cellular response to nerve growth factor stimulus,negative regulation of synaptic vesicle exocytosis,negative regulation of endothelial cell apoptotic process"
TKL,HeLa_XO44 / HeLa_control,P53667,P53667,6.56342624041123,6.56342624041123,0.0100649124172418,0.0058363396845847,6,P53667,LIMK1,LIM domain kinase 1,LIMK1_HUMAN,26,9357.75746346752,94.5775746346752,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,Golgi apparatus,cytosol,focal adhesion,membrane,nuclear speck,lamellipodium,neuron projection","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,protein binding,ATP binding,heat shock protein binding,metal ion binding,protein heterodimerization activity","protein phosphorylation,signal transduction,Rho protein signal transduction,nervous system development,actin cytoskeleton organization,positive regulation of actin filament bundle assembly,Fc-gamma receptor signaling pathway involved in phagocytosis,positive regulation of axon extension,negative regulation of ubiquitin-protein transferase activity,positive regulation of stress fiber assembly"
TKL,HeLa_XO44 / HeLa_control,Q13546,Q13546,5.25232956028133,5.25232956028133,0.008764153155198,0.0055978283374495,6,Q13546,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,RIPK1_HUMAN,25,3711.61251958181,38.1161251958181,HeLa_XO44,HeLa_control,"mitochondrion,cytosol,endosome membrane,death-inducing signaling complex,receptor complex,membrane raft,ripoptosome","protein kinase activity,protein serine/threonine kinase activity,signal transducer activity,death receptor binding,protein binding,ATP binding,ubiquitin protein ligase binding,identical protein binding,macromolecular complex binding,death domain binding","positive regulation of protein phosphorylation,MyD88-independent toll-like receptor signaling pathway,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,I-kappaB kinase/NF-kappaB signaling,activation of JUN kinase activity,regulation of tumor necrosis factor-mediated signaling pathway,positive regulation of necrotic cell death,viral process,protein deubiquitination,positive regulation of interleukin-8 production,positive regulation of tumor necrosis factor production,tumor necrosis factor-mediated signaling pathway,toll-like receptor 3 signaling pathway,response to tumor necrosis factor,TRIF-dependent toll-like receptor signaling pathway,peptidyl-serine autophosphorylation,positive regulation of apoptotic process,positive regulation of programmed cell death,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of I-kappaB kinase/NF-kappaB signaling,cellular protein catabolic process,positive regulation of macrophage differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,protein autophosphorylation,positive regulation of NF-kappaB transcription factor activity,protein homooligomerization,protein heterooligomerization,regulation of necroptotic process,positive regulation of necroptotic process,T cell apoptotic process,necroptotic process,regulation of ATP:ADP antiporter activity,cellular response to tumor necrosis factor,cellular response to growth factor stimulus,death-inducing signaling complex assembly,apoptotic signaling pathway,extrinsic apoptotic signaling pathway,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,ripoptosome assembly,necroptotic signaling pathway,ripoptosome assembly involved in necroptotic process,regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of hydrogen peroxide-induced cell death,amyloid fibril formation,positive regulation of reactive oxygen species metabolic process,negative regulation of extrinsic apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
TKL,HeLa_XO44 / HeLa_control,O43353,O43353,5.6644086868929,5.6644086868929,0.0093350707859491,0.0057003439918522,6,O43353,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,RIPK2_HUMAN,24,4971.73930960281,50.7173930960281,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,cytoskeleton,vesicle,macromolecular complex","protein serine/threonine kinase activity,non-membrane spanning protein tyrosine kinase activity,signal transducer activity,receptor binding,protein binding,ATP binding,LIM domain binding,identical protein binding,protein homodimerization activity,CARD domain binding,caspase binding","MAPK cascade,activation of MAPK activity,positive regulation of cytokine-mediated signaling pathway,adaptive immune response,apoptotic process,inflammatory response,signal transduction,I-kappaB kinase/NF-kappaB signaling,JNK cascade,positive regulation of peptidyl-threonine phosphorylation,positive regulation of cell death,protein deubiquitination,peptidyl-tyrosine phosphorylation,positive regulation of protein ubiquitination,lipopolysaccharide-mediated signaling pathway,positive regulation of protein binding,positive regulation of chemokine production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interferon-gamma production,positive regulation of interleukin-12 production,positive regulation of interleukin-2 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,positive regulation of immature T cell proliferation,positive regulation of peptidyl-serine phosphorylation,toll-like receptor 2 signaling pathway,toll-like receptor 4 signaling pathway,T cell proliferation,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,response to exogenous dsRNA,innate immune response,positive regulation of T-helper 1 cell differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of alpha-beta T cell proliferation,positive regulation of interleukin-1 beta secretion,positive regulation of peptidyl-tyrosine phosphorylation,defense response to Gram-positive bacterium,T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,positive regulation of ERK1 and ERK2 cascade,nucleotide-binding oligomerization domain containing signaling pathway,nucleotide-binding oligomerization domain containing 1 signaling pathway,nucleotide-binding oligomerization domain containing 2 signaling pathway,interleukin-1-mediated signaling pathway,response to interleukin-12,response to interleukin-18,cellular response to lipoteichoic acid,cellular response to peptidoglycan,cellular response to muramyl dipeptide,activation of cysteine-type endopeptidase activity,positive regulation of xenophagy"
TKL,HeLa_XO44 / HeLa_control,Q8IVT5,Q8IVT5,4.01013995906372,4.01013995906372,0.0340319345124358,0.0099254796955391,6,Q8IVT5,KSR1,Kinase suppressor of Ras 1,KSR1_HUMAN,15,1511.2851868786,16.112851868786,HeLa_XO44,HeLa_control,"endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,membrane,ruffle membrane","protein kinase activity,signal transducer activity,MAP-kinase scaffold activity,protein binding,ATP binding,protein C-terminus binding,mitogen-activated protein kinase kinase binding,metal ion binding,chaperone binding,Hsp90 protein binding,14-3-3 protein binding","MAPK cascade,protein phosphorylation,Ras protein signal transduction,cAMP-mediated signaling,positive regulation of MAPK cascade"
TKL,HeLa_XO44 / HeLa_control,Q9NWZ3,Q9NWZ3,6.91105916955998,6.91105916955998,0.0118754919157531,0.0061673886531753,6,Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4,IRAK4_HUMAN,22,11934.7233646761,120.347233646761,HeLa_XO44,HeLa_control,"extracellular space,nucleus,cytoplasm,cytosol,plasma membrane,endosome membrane","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,interleukin-1 receptor binding,protein binding,ATP binding","cytokine production,toll-like receptor signaling pathway,neutrophil mediated immunity,MyD88-dependent toll-like receptor signaling pathway,JNK cascade,toll-like receptor 9 signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,positive regulation of smooth muscle cell proliferation,positive regulation of NF-kappaB transcription factor activity,interleukin-1-mediated signaling pathway,neutrophil migration,cytokine-mediated signaling pathway,intracellular signal transduction"
TKL,HeLa_XO44 / HeLa_control,O43187,O43187,4.22429873154797,4.22429873154797,0.0252144503073471,0.0081700897399549,6,O43187,IRAK2,Interleukin-1 receptor-associated kinase-like 2,IRAK2_HUMAN,9,1769.13482358516,18.6913482358516,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol,plasma membrane,endosome membrane","protein serine/threonine kinase activity,protein binding,ATP binding,protein homodimerization activity,protein heterodimerization activity","activation of MAPK activity,regulation of cytokine-mediated signaling pathway,toll-like receptor signaling pathway,MyD88-dependent toll-like receptor signaling pathway,protein phosphorylation,inflammatory response,I-kappaB kinase/NF-kappaB signaling,JNK cascade,lipopolysaccharide-mediated signaling pathway,negative regulation of NF-kappaB transcription factor activity,toll-like receptor 9 signaling pathway,intracellular signal transduction,positive regulation of NF-kappaB transcription factor activity,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway,response to interleukin-1,cytokine-mediated signaling pathway"
TKL,HeLa_XO44 / HeLa_control,Q13418,Q13418,3.92303088149547,3.92303088149547,0.0158944689934136,0.0066758434049079,6,Q13418,ILK,Integrin-linked protein kinase,ILK_HUMAN,17,1416.87561322021,15.1687561322021,HeLa_XO44,HeLa_control,"nucleoplasm,cytoplasm,cytosol,plasma membrane,cell-cell junction,focal adhesion,membrane,sarcomere,lamellipodium,cell junction,neuronal cell body,costamere,terminal bouton,dendritic shaft,stress fiber","protein serine/threonine kinase activity,signal transducer activity,integrin binding,protein binding,ATP binding,SH3 domain binding,protein kinase binding","MAPK cascade,branching involved in ureteric bud morphogenesis,positive regulation of protein phosphorylation,positive regulation of cell-matrix adhesion,outflow tract morphogenesis,protein phosphorylation,negative regulation of protein kinase activity,cell cycle arrest,cell-matrix adhesion,integrin-mediated signaling pathway,multicellular organism development,cell aging,cell proliferation,positive regulation of cell proliferation,positive regulation of signal transduction,negative regulation of cardiac muscle cell apoptotic process,fibroblast migration,negative regulation of smooth muscle cell migration,peptidyl-serine phosphorylation,nerve development,myelination in peripheral nervous system,positive regulation of cell migration,positive regulation of BMP signaling pathway,myelin assembly,regulation of actin cytoskeleton organization,tumor necrosis factor-mediated signaling pathway,cell junction assembly,substrate adhesion-dependent cell spreading,positive regulation of phosphorylation,positive regulation of MAP kinase activity,protein kinase B signaling,negative regulation of neuron apoptotic process,establishment or maintenance of epithelial cell apical/basal polarity,positive regulation of myoblast differentiation,positive regulation of osteoblast differentiation,positive regulation of axon extension,positive regulation of transcription, DNA-templated,negative regulation of smooth muscle cell proliferation,neuron projection morphogenesis,positive regulation of dendrite morphogenesis,protein heterooligomerization,positive regulation of protein kinase B signaling,platelet aggregation,positive regulation of canonical Wnt signaling pathway,fibril organization,positive regulation of NIK/NF-kappaB signaling,negative regulation of neural precursor cell proliferation"
TKL,HeLa_XO44 / HeLa_control,P53671,P53671,5.50284155129998,5.50284155129998,0.0038828364266603,0.004779174928834,6,P53671,LIMK2,LIM domain kinase 2,LIMK2_HUMAN,16,4434.40563555275,45.3440563555275,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cis-Golgi network","protein serine/threonine kinase activity,signal transducer activity,protein binding,ATP binding,metal ion binding,protein heterodimerization activity","protein phosphorylation,spermatogenesis,phosphorylation,intracellular signal transduction,head development,cornea development in camera-type eye"
TKL,HeLa_XO44 / HeLa_control,P51617,P51617,5.93443538304463,5.93443538304463,0.0117034913120928,0.0061380654401145,6,P51617,IRAK1,Interleukin-1 receptor-associated kinase 1,IRAK1_HUMAN,27,6015.65612479565,61.1565612479564,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,lipid particle,cytosol,plasma membrane,endosome membrane,interleukin-1 receptor complex","protein kinase activity,protein serine/threonine kinase activity,NF-kappaB-inducing kinase activity,protein binding,ATP binding,kinase activity,heat shock protein binding,protein homodimerization activity,protein heterodimerization activity","activation of MAPK activity,regulation of cytokine-mediated signaling pathway,toll-like receptor signaling pathway,MyD88-dependent toll-like receptor signaling pathway,protein phosphorylation,signal transduction,transmembrane receptor protein serine/threonine kinase signaling pathway,activation of NF-kappaB-inducing kinase activity,JNK cascade,aging,viral process,lipopolysaccharide-mediated signaling pathway,negative regulation of NF-kappaB transcription factor activity,positive regulation of type I interferon production,response to lipopolysaccharide,toll-like receptor 2 signaling pathway,toll-like receptor 4 signaling pathway,toll-like receptor 9 signaling pathway,cellular response to heat,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of MAP kinase activity,positive regulation of transcription, DNA-templated,protein autophosphorylation,positive regulation of smooth muscle cell proliferation,positive regulation of NF-kappaB transcription factor activity,protein oligomerization,type I interferon signaling pathway,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway,response to interleukin-1,cellular response to hypoxia,intracellular signal transduction,cytokine-mediated signaling pathway"
not in kinbase,HeLa_XO44 / HeLa_control,Q7L8L6,Q7L8L6,4.21479653331389,4.21479653331389,0.0113997135428826,0.0060838683393432,6,Q7L8L6,FASTKD5,"FAST kinase domain-containing protein 5, mitochondrial",FAKD5_HUMAN,24,1756.86436658297,18.5686436658297,HeLa_XO44,HeLa_control,"mitochondrion,ribonucleoprotein granule,mitochondrial nucleoid","RNA binding,protein kinase activity,protein binding,rRNA binding","mitochondrial RNA processing,mRNA processing,protein phosphorylation,cellular respiration"
not in kinbase,HeLa_XO44 / HeLa_control,Q9NYY8,Q9NYY8,4.66872986657179,4.66872986657179,0.0125107842127408,0.0062625210356728,6,Q9NYY8,FASTKD2,"FAST kinase domain-containing protein 2, mitochondrial",FAKD2_HUMAN,28,2443.47651224805,25.4347651224805,HeLa_XO44,HeLa_control,"nucleus,mitochondrion,ribonucleoprotein granule,mitochondrial nucleoid,intercellular bridge","RNA binding,protein kinase activity,rRNA binding","protein phosphorylation,cellular respiration,mitochondrial large ribosomal subunit assembly"
not in kinbase,HeLa_XO44 / HeLa_control,Q53R41,Q53R41,4.16029830015967,4.16029830015967,0.014467717000682,0.0064944851322024,6,Q53R41,FASTKD1,"FAST kinase domain-containing protein 1, mitochondrial",FAKD1_HUMAN,23,1688.02908616655,17.8802908616655,HeLa_XO44,HeLa_control,mitochondrion,"RNA binding,protein kinase activity","mitochondrial RNA metabolic process,protein phosphorylation,regulation of mitochondrial mRNA stability,cellular respiration"
,HeLa_XO44 / HeLa_control,Q9BRR6,Q9BRR6,3.84584600922438,3.84584600922438,0.0151676855777676,0.0065910699694957,6,Q9BRR6,ADPGK,ADP-dependent glucokinase,ADPGK_HUMAN,9,1337.85472025841,14.3785472025841,HeLa_XO44,HeLa_control,"extracellular region,endoplasmic reticulum,endoplasmic reticulum membrane,membrane","ADP-specific glucokinase activity,metal ion binding","glucose metabolic process,canonical glycolysis"
,HeLa_XO44 / HeLa_control,Q53H12,Q53H12,4.5463628514401,4.5463628514401,0.0141924249556768,0.0064600978134903,6,Q53H12,AGK,"Acylglycerol kinase, mitochondrial",AGK_HUMAN,15,2236.63882990223,23.3663882990223,HeLa_XO44,HeLa_control,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,integral component of mitochondrial inner membrane,mitochondrial inner membrane protein insertion complex,intracellular membrane-bounded organelle","ceramide kinase activity,NAD+ kinase activity,diacylglycerol kinase activity,ATP binding,acylglycerol kinase activity","protein import into mitochondrial inner membrane,glycerophospholipid biosynthetic process,ceramide biosynthetic process,lipid phosphorylation"
,HeLa_XO44 / HeLa_control,P54819,P54819,3.79636897699453,3.79636897699453,0.0161901705357187,0.0067182535539228,6,P54819,AK2,"Adenylate kinase 2, mitochondrial",KAD2_HUMAN,13,1289.37966002524,13.8937966002524,HeLa_XO44,HeLa_control,"mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome,sperm mitochondrial sheath","adenylate kinase activity,ATP binding","ADP biosynthetic process,nucleobase-containing small molecule interconversion,nucleotide phosphorylation"
